idna_subject,checker_type,destination,source,tested_at,session_id
999555q.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:58.357350,9eccd806894ae0aea5a13634
999506.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:58.606487,9eccd806894ae0aea5a13634
999555w.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:59.117711,9eccd806894ae0aea5a13634
999555x.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:59.559908,9eccd806894ae0aea5a13634
99956.app,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:59.812762,9eccd806894ae0aea5a13634
999555y.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:59.831788,9eccd806894ae0aea5a13634
99956.biz,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:59.835480,9eccd806894ae0aea5a13634
99957.biz,AVAILABILITY,origin.list,origin.list,2023-10-07 05:11:00.144314,9eccd806894ae0aea5a13634
99958.app,AVAILABILITY,origin.list,origin.list,2023-10-07 05:11:00.717616,9eccd806894ae0aea5a13634
99957.app,AVAILABILITY,origin.list,origin.list,2023-10-07 05:11:01.915256,9eccd806894ae0aea5a13634
99958a.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:11:02.337523,9eccd806894ae0aea5a13634
99958a.xyz,AVAILABILITY,origin.list,origin.list,2023-10-07 05:11:04.558950,9eccd806894ae0aea5a13634
99934.wang,AVAILABILITY,origin.list,origin.list,2023-10-07 05:11:04.602721,9eccd806894ae0aea5a13634
